Division,Placement,Skipper,Team,Total Score
C,1,Phillip Morley '13,University of Wisconsin,8
C,2,Eric Sauter '13,University of Iowa,11
C,3,Emily Fontaine '14,Northwestern University,14
C,4,Nicholas Lewis '12,University of Chicago,15
C,5,Charles Faust '14,University of Minnesota,17
C,6,Kirstin Wilson '12,University of Minnesota,25
C,7,Isak Peterson '15,University of Wisconsin Milwaukee,28
C,8,Brendan Walsh '11,University of Wisconsin,30
C,9,Michael Bermeo '13,Marquette University,35
C,10,Douglas White III '14,Northern Michigan University,40
C,11,none,Carleton College,41
