Division,Placement,Skipper,Team,Total Score
B,1,Molly McKinney '14,Stanford University,16
B,2,Mallory Schluter '14,University of Southern California,43
B,3,Keely Scates '12,University of California at Santa Barbara,47
B,4,Matthew Nguyen '12,University of California at San Diego,64
B,5,Daniel Kivlovitz '12,University of Southern California,75
B,6,Hanna Miller '15,California State University Monterey Bay,76
B,7,Megan Hayes '13,University of California at Berkeley,77
B,8,Nicholas Weis '15,University of California at Irvine,82
B,9,Emelia Pelliccio '13,University of California at Los Angeles,83
B,10,JOHN CONNOR BATHEN '14,Santa Clara University,95
B,11,Andrew Cowley '12,University of California at Santa Cruz,127
B,12,Shaun Prestridge '13,Cal Poly University S.L.O.,137
B,13,Michael Garrigan '13,Arizona State University,142
B,14,Steven Cassingham '14,Arizona State University,143
B,15,Alexander Webster '15,California Maritime Academy,154
B,16,Eric Johnson '14,California Maritime Academy,162
B,17,Ryan Wilkerson '14,University of California at Davis,170
B,18,Sierra Marangola '15,California State University Channel Islands,187
B,19,Gabriel Monti '15,University of California at Los Angeles,202
B,20,Caitiln Westemeier '11,California State University Monterey Bay,213
B,21,Kelly Goodman '14,University of California at Berkeley,214
B,22,Ethan Pacewiczh '14,Chapman University,246
B,23,Mark Ryan '15,California State University Long Beach,260
B,24,Christopher Keefe '14,University of California at San Diego,260
B,25,Ian Spilman '15,University of California at Santa Cruz,260
