Division,Placement,Skipper,Team,Total Score
A,1,William Bowman '14,Boston College,52
A,2,OJ O'Connell '15,University of Vermont,57
A,3,Alex Whipple '15,University of Rhode Island,67
A,4,IG Schottlaender '14,Connecticut College,69
A,5,Trevor Burd '12,Boston University,72
A,6,Emily Dellenbaugh '12,Brown University,89
A,7,Wesley Byrne '13,Eckerd College,98
A,8,Rob Struckett '12,Yale University,103
A,9,Kyle Carney '13,Salve Regina University,104
A,10,Timothy Scanlon '12,Dartmouth College,104
A,11,Dylan Finneran '15,U. S. Coast Guard Academy,111
A,12,Willem Sandberg '14,Tufts University,121
A,13,Tevis Nichols '12,Massachusetts Institute of Technology,130
A,14,David Coplon '12,Columbia University,137
A,15,Luke O'Connor '14,Harvard University,150
A,16,none,Western Washington University,204
