Division,Placement,Skipper,Team,Total Score
B,1,Emily Dahl '13,University of Southern California,14
B,2,Hanne Nagatani '13,University of Hawaii,25
B,3,Jessica Barhydt '10 *,University of California at Santa Barbara,26
B,4,Katherine Lund '13,Stanford University,27
B,5,Blair Johnston '11,University of California at Irvine,29
B,6,Jennifer Lyons '12,University of California at San Diego,37
B,7,Lauren Amery '12,University of California at Berkeley,38
B,8,Kellsy Panno '10 *,California State University Monterey Bay,58
B,9,Jenna Barnes '10 *,University of Oregon,62
B,10,Jean D'Agostino '10 *,Chapman University,69
