Division,Placement,Skipper,Team,Total Score
A,1,Robert Nordlund '12,U. S. Naval Academy,23
A,2,Russell Cramer '11,University of Maryland,48
A,3,Allison Tracy '10 *,Princeton University,51
A,4,Jessica Thal '12,Christopher Newport University,61
A,5,Andrew Bergan '10 *,Drexel University,67
A,6,Nicholas Amalfetano '11,Loyola University Maryland,71
A,7,William Pilling '11,University of Pennsylvania,80
A,8,Bradford Wright '11,Ocean County College,99
A,9,Matthew Hussak '13,Virginia Tech,103
A,10,Samuel Bedinger '13,Washington College,112
A,11,Paul Luisi '11,Monmouth University,121
A,12,Christopher Kohlhafer '12,University of Delaware,148
A,13,Jordan Gershberg '10 *,University of Maryland/Baltimore County,154
