Division,Placement,Skipper,Team,Total Score
B,1,Taylor Canfield '11,Boston College,62
B,2,none,Connecticut College,67
B,3,Tim Murphy '10 *,U. S. Naval Academy,71
B,4,Joshua Leighton '10 *,Massachusetts Institute of Technology,76
B,5,John Stokes '11,Harvard University,80
B,6,Mathew Renik '19,Boston University,80
B,7,William Whitman '?? *,University of Rhode Island,96
B,8,Jane Macky '09 *,Yale University,102
B,9,Torey Pellegrini '10 *,Salve Regina University,116
B,10,Josh Saltmarsh '11,Roger Williams University,121
B,11,Frederick Whitman '11,St. Mary's College of Maryland,123
B,12,Matthew Cohen '10 *,Dartmouth College,131
B,13,Will Craig '17,University of Vermont,145
B,14,Daniel Altreuter '09 *,Tufts University,147
B,15,Ian Oviatt '10 *,U. S. Coast Guard Academy,148
B,16,Elizabeth Barry '11,Brown University,154
B,17,Matthew Gardiner '11,University of South Florida,165
B,18,Peter Wadden '09 *,Bowdoin College,169
