Division,Placement,Skipper,Team,Total Score
A,1,Taylor Canfield '11,Boston College,30
A,2,Drew Robb '10 *,Harvard University,33
A,3,Sean Bouchard '12,Roger Williams University,34
A,4,Philip Crain '13,Massachusetts Institute of Technology,58
A,5,Mark Towill '11,Brown University,58
A,6,Peter Bermudez '09 *,Tufts University,64
A,7,Alex Baittinger '10 *,University of Rhode Island,68
A,8,Kevin Buruchian '09 *,University of New Hampshire,72
A,9,Cam Cullman '13,Yale University,78
A,10,Rome Kirby '11,Salve Regina University,81
A,11,Alex Olt '12,Connecticut College,92
A,12,Ian Oviatt '10 *,U. S. Coast Guard Academy,95
A,13,Ryan White '11,Northeastern University,95
A,14,Sam Williams '12,Dartmouth College,108
A,15,Daniel Perkins '11,Boston University,111
A,16,Peter Giuliano '10 *,University of Connecticut,126
A,17,Carl Lichtenfels '12,Providence College,136
A,18,none,Wesleyan University,136
A,19,Christopher Campbell '09 *,University of Massachusetts at Boston,144
A,20,Christopher Poole '13,Maine Maritime Academy,151
A,21,Peter Wadden '09 *,Bowdoin College,154
A,22,Stewart Craig '10 *,Wheaton College,164
A,23,Lucas Nichols '11,Bates College,169
A,24,none,Massachusetts Maritime Academy,174
A,25,none,McGill University,191
A,26,Lauren Wild '09 *,Brandeis University,196
A,27,none,Wellesley College,210
