Division,Placement,Skipper,Team,Total Score
B,1,Megan Magill '11,St. Mary's College of Maryland,71
B,2,Chris Barnard '13,Georgetown University,80
B,3,David Thompson '11,Hobart and William Smith Colleges,89
B,4,Jonathan Duffett '11,U. S. Coast Guard Academy,137
B,5,Frederick Whitman '11,St. Mary's College of Maryland,138
B,6,Zeke Horowitz '12,College of Charleston,140
B,7,Clark Hayes '11,U. S. Naval Academy,148
B,8,Emily Lambert '12,Harvard University,148
B,9,Daniel Perkins '11,Boston University,150
B,10,Emily Maxwell '11,Boston College,176
B,11,Scott Hoffmann '14,Old Dominion University,186
B,12,Jordan Factor '14,University of Vermont,198
B,13,Mildred Conroy '12,Washington College,199
B,14,Benjamin Pedrick '11,Stanford University,210
B,15,Andrew Kurzrok '11,Yale University,213
B,16,Alden Sonnenfeldt '13,Cornell University,231
B,17,Walker Banks '14,Eckerd College,256
B,18,Linda Codega '13,University of Virginia,308
