Division,Placement,Skipper,Team,Total Score
B,1,Michael Deady '14,Hobart and William Smith Colleges,25
B,2,Matthew Schoene '15,SUNY Maritime College,25
B,3,Vincent Andrews '11,Cornell University,30
B,4,Alexander Sachs '12,Fordham University,32
B,5,Charles Legge '12,Queen's University,44
B,6,John Croll '12,Columbia University,45
B,7,Arthur Bailey IV '14,U. S. Merchant Marine Academy,57
B,8,Jonathan Goldsmith '11,Cornell University,58
B,9,Caroline Libby '14,Colgate University,61
B,10,Ian Hunt '13,Rochester Institute of Technology,63
B,11,Jonathan Williams '11,University of Ottawa,74
B,12,Nicholas Troche '11,University of Rochester,78
B,13,James Codega '14,Webb Institute,88
B,14,Gregory Dempsey '11,U. S. Military Academy,94
B,15,Chris Myers '15,Drexel University,96
B,16,Jack Murray '14,Ocean County College,106
B,17,Mitch Newman '12 *,Royal Military College,108
B,18,Welf Ludwig '12,Rutgers University,116
