Division,Placement,Skipper,Team,Total Score
B,1,none,Brown University,12
B,2,none,Brandeis University,17
B,3,none,U. S. Coast Guard Academy,23
B,4,none,Brandeis University,28
B,5,none,Bowdoin College,29
B,6,none,Massachusetts Institute of Technology,32
B,7,none,Massachusetts Institute of Technology,32
B,8,none,Middlebury College,42
B,9,none,University of Connecticut,43
B,10,none,Tufts University,45
B,11,none,Amherst College,50
B,12,none,University of New Hampshire,52
B,13,none,Maine Maritime Academy,53
B,14,none,Northeastern University,68
B,15,none,Wellesley College,76
