Division,Placement,Skipper,Team,Total Score
A,1,none,U. S. Naval Academy,39
A,2,none,Georgetown University,47
A,3,none,University of Virginia,59
A,4,none,St. Mary's College of Maryland,60
A,5,none,Old Dominion University,61
A,6,none,American University,66
A,7,none,George Washington University,70
A,8,none,University of Maryland,72
A,9,none,Christopher Newport University,77
A,10,none,Hampton University,90
A,11,none,Princeton University,93
A,12,none,Fordham University,116
A,13,none,Virginia Tech,117
A,14,none,Loyola University Maryland,119
A,15,none,Salisbury University,136
A,16,none,William and Mary,140
