Division,Placement,Skipper,Team,Total Score
B,1,Atlantic Brugman '13,Connecticut College,30
B,2,Kelsey Wheeler '14,Dartmouth College,39
B,3,Emily Billing '13,Yale University,47
B,4,Briana Provancha '12,Boston College,50
B,5,Jennifer Proctor '11,U. S. Coast Guard Academy,61
B,6,none,University of Vermont,62
B,7,Sky Adams '14,Brown University,68
B,8,Molly McKinney '14,Stanford University,70
B,9,Natalie Salk '13,Tufts University,71
B,10,Kelly Crane '11,Hobart and William Smith Colleges,74
B,11,Emilie Mademann '12,Eckerd College,76
B,12,Caitlin Watson '14,Harvard University,80
B,13,Liv Gunnarsson '12,University of Rhode Island,87
B,14,Ainsley Thomson '13,St. Mary's College of Maryland,95
B,15,Killian Corbishley '14,U. S. Naval Academy,103
B,16,Hanna Vincent '14,Massachusetts Institute of Technology,105
B,17,Amanda Tooker '11,Fordham University,125
B,18,Erica Lush '14,Boston University,126
