Division,Placement,Skipper,Team,Total Score
B,1,John Giuliano '11,University of Connecticut,20
B,2,John McGlynn '13,Wesleyan University,32
B,3,Justin Marks '14,University of New Hampshire,42
B,4,David Pierce '12,Bates College,49
B,5,Jack Kerby-Miller '14,Middlebury College,57
B,6,John Joseph '12,Maine Maritime Academy,58
B,7,Cameron Fraser '14,Boston University,67
B,8,Stephanie Dowling '12,Amherst College,92
B,9,Josh Basseches '12,Brandeis University,92
B,10,Emerson Krock '12,McGill University,101
B,11,Joshua Revkin '13,Williams College,106
