Division,Placement,Skipper,Team,Total Score
A,1,Tyler Sinks '11,Boston College,35
A,2,Chris Barnard '13,Georgetown University,41
A,3,Michael Menninger '11,St. Mary's College of Maryland,46
A,4,Mac Mace '13,College of Charleston,51
A,5,Samuel Ingham '11,U. S. Coast Guard Academy,65
A,6,Judge Ryan '14,University of California at Los Angeles,70
A,7,Ryan Sullivan '12,University of California at Santa Barbara,76
A,8,Alexander Sachs '12,Fordham University,90
A,9,Coleman Bowen '11,University of Vermont,91
A,10,Dillon Paiva '13,Old Dominion University,93
A,11,Sean Kelly '12,California Maritime Academy,100
A,12,Kevin Laube '14,Stanford University,101
A,13,Stephen Lue '12,University of Southern California,105
A,14,Devin Laviano '13,U. S. Naval Academy,109
A,15,Jack Porter '11,University of California at Irvine,125
A,16,Eric Alamillo '13,University of California at San Diego,126
A,17,Wells Bacon '11,Connecticut College,129
A,18,Zachary Hester '10,University of Hawaii,138
A,19,Brandon Wood '14,Santa Clara University,142
A,20,George Saunders '12,Roger Williams University,142
A,21,Philip Gordon '12,University of Oregon,143
A,22,Cody Shevitz '12,University of California at Berkeley,143
A,23,Eric Horrocks '11,U. S. Merchant Marine Academy,145
A,24,Thomas Maher '12,Cal Poly University S.L.O.,177
A,25,Ryan Lee '12,University of California at Davis,187
A,26,Bryan Rust '11,Western Washington University,191
A,27,Nathaniel Walden '12,University of Notre Dame,204
A,28,Robert Long '12,Texas A&M University,214
A,29,Gregory Dair '15,California State University Channel Islands,223
A,30,Trevor Moseley '13,Chapman University,234
