Division,Placement,Skipper,Team,Total Score
A,1,none,Monmouth University,21
A,2,none,Drexel University,27
A,3,none,University of Maryland/Baltimore County,28
A,4,none,University of Pennsylvania,32
A,5,none,Villanova University,43
A,6,none,Penn State University,47
A,7,none,U. S. Military Academy,60
A,8,none,Princeton University,67
